SortOrder,State/Prov,Town,Site,year,State_Town_Yr,State_Town_Trap,Trap_Number,N_traps,Date_1May,Start_Day,Month,Region,Phenology,Latitude,Long,altitude,Days_of_ sampling,all_3_Pheno_periods,Log10_Tot_Biomass_Day,Log10_Nematocera_Day,Log10_Other Diptera_Day,Log10_Coleoptera_Day,Log10_Lepidoptera_Day,Log10_Hymenoptera_Day,Log10_Hemiptera_Day,Log10_Other_Unidentified_Day,Log10_Homoptera_Day,Mean_Temp,Max_Temp,MIN_Temp,Mean_WIND,Tot_Precip,Mean_Precip,Source_for_Weather,stn_id,stn_name,stn_latitude,stn_longitude,Total_Diptera,Nematocera (g),Other Diptera (g),Coleoptera (g),Lepidoptera (g),Araneae (g),Hymenoptera (g),Hemiptera (g),Homoptera,Orthoptera (g),total of Others (not Identified) (g),Neuroptera (g),Trichoptera,Odonata (g),Blattodea (Termites) (g),Thysanoptera,Psocoptera,Dermaptera (g),Plecoptera (g),Mecoptera (g),Isoptera (g),Ephemeroptera (g),Collembola (g),raphidioptera,Acari (mites),Megalaptura: Sialidae,Others -Not insects (FP),UnIdentified larvae,Notes,Lead_Contributors,Affliation
526,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,21,21,May,3_NE,,44.521,-76.386,135,3,,-0.706,-2.409,-1.341,-1.948,-2.106,-1.561,-2.391,-2.778,,13.2,19.4,5.9,3,2.6,5.83,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1424,0.0087,0.1337,0.0308,0.0205,0.0051,0.0795,0.0092,,,0.002,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
527,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,24,24,May,3_NE,,44.521,-76.386,135,3,,-0.57,-2.714,-2.405,-2.052,-0.882,-1.641,-2.787,-2.481,,15.2,24.3,8,3.4,4.1,6,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0116,0.0028,0.0088,0.0236,0.3909,0.0071,0.0656,0.0019,,,0.0069,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
528,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,27,27,May,3_NE,,44.521,-76.386,135,3,,-0.33,-1.819,-1.489,-1.645,-0.656,-1.155,,-2.632,,11.7,19.5,6.1,2.6,4.4,4.13,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1367,0.0425,0.0942,0.065,0.6589,0.0325,0.2068,,,,0.004,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
529,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,30,30,May,3_NE,,44.521,-76.386,135,3,,-0.005,-1.232,-1.208,-0.865,-1.631,-0.862,-2.133,-0.351,,13,20.4,7.6,2.4,1.27,1.37,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.3556,0.1728,0.1828,0.406,0.0671,0.078,0.4088,0.0191,,,1.3346,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
530,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,33,2,June,3_NE,3. Ave hatch date,44.521,-76.386,135,3,all 3 periods,-0.401,-1.771,-1.729,-0.689,-2.745,-1.49,-2.244,-2.436,,12,19.1,5.6,4.3,4.03,4.83,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1008,0.0478,0.053,0.6107,0.0024,0.0041,0.0941,0.0141,,0.0569,0.008,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
531,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,36,5,June,3_NE,,44.521,-76.386,135,3,,-0.189,-2.114,-1.117,-1.467,-0.923,-0.624,-1.321,-1.534,,14.8,20.2,9.1,2.3,4.83,6.6,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.2463,0.0201,0.2262,0.0993,0.3553,0.0034,0.7104,0.1403,,,0.0848,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
532,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,39,8,June,3_NE,,44.521,-76.386,135,3,,-0.111,-1.759,-1.168,-0.88,-0.645,-0.799,-1.333,-1.607,,17.2,26.7,7.9,2.7,3.63,4.4,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.25,0.0493,0.2007,0.3927,0.6771,0.0022,0.4731,0.1362,,0.0195,0.0711,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
533,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,42,11,June,3_NE,,44.521,-76.386,135,3,,0.113,-1.681,-0.971,-0.984,-0.144,-0.65,-2.761,-1.791,,15,22.3,7.8,3.4,3.5,5,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.3771,0.0596,0.3175,0.3085,2.1484,0.0006,0.6693,0.0022,,0.0283,0.0455,,,,0.0152,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
534,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,45,14,June,3_NE,4. Nestl. Day 12,44.521,-76.386,135,3,all 3 periods,0.012,-1.535,-0.858,-1.666,-0.201,-0.995,-2.692,-2.106,,15.5,22.2,8.2,4.2,0.07,2.2,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.4978,0.0845,0.4133,0.0618,1.8841,0.0171,0.3004,0.0031,,,0.0205,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
535,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,48,17,June,3_NE,,44.521,-76.386,135,3,,0.157,-2.015,-0.589,-0.645,-0.272,-0.682,-1.677,-1.932,,17.2,25,7.8,1.6,0,0,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.7963,0.026,0.7703,0.6764,1.6001,0.0048,0.6206,0.0601,,0.1696,0.0321,,,,0.0485,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
536,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,51,20,June,3_NE,,44.521,-76.386,135,3,,-0.353,-1.977,-0.976,-1.819,-0.895,-1.291,-1.878,-1.875,,17.8,23.1,12.4,3.3,38.6,12.87,stn,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.3425,0.0286,0.3139,0.0425,0.3788,0.0047,0.1504,0.0367,,0.0389,0.037,,,,0.0005,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
537,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,54,23,June,3_NE,,44.521,-76.386,135,3,,0.038,-1.941,-0.992,-1.26,-0.245,-0.709,-1.575,-2.569,,18.3,24.6,12,2.9,6.6,2.2,stn,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.3341,0.0314,0.3027,0.162,1.7053,0.0146,0.5832,0.0769,,0.0886,0.0051,,,,0.0007,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
538,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,57,26,June,3_NE,,44.521,-76.386,135,3,,-0.348,-1.805,-1.413,-1.141,-1.041,-1.188,-1.755,-2.189,,20.4,26.9,13.9,2.4,1.3,0.43,stn,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1569,0.044,0.1129,0.214,0.2699,0.007,0.1914,0.0497,,0.1386,0.0164,,,,0.0022,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
539,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,60,29,June,3_NE,,44.521,-76.386,135,3,,0.317,-0.974,-0.575,-1.026,0.008,-0.58,-1.069,-1.389,,19.6,27,12.4,2.7,1.2,2.13,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,1.1112,0.3158,0.7954,0.2795,3.0554,0.0062,0.7865,0.2528,,0.2762,0.1196,,,,0.0392,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
540,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,63,2,July,3_NE,,44.521,-76.386,135,3,,0.438,-1.004,-0.583,-1.167,0.014,-0.431,-1.472,-1.124,,21.5,30.2,15.5,2.1,1.27,0.27,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,1.074,0.2942,0.7798,0.2013,3.0952,0.0023,1.1086,0.0982,,2.1216,0.2223,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
541,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,66,5,July,3_NE,,44.521,-76.386,135,3,,0.328,-1.821,-0.529,-0.918,-0.065,-0.708,-0.979,-2.972,,22.1,27.8,11.4,2.9,0.8,7.7,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.9269,0.0423,0.8846,0.359,2.5774,0.1028,0.5843,0.3117,,1.2182,0.0002,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
542,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,69,8,July,3_NE,,44.521,-76.386,135,3,,0.29,-1.197,-0.438,-1.275,-0.159,-0.444,-1.129,-1.695,,18.2,25.9,9.8,1.8,0,0,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,1.2782,0.1877,1.0905,0.1564,2.0763,0.02,1.0757,0.22,,0.6612,0.0575,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
543,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,72,11,July,3_NE,,44.521,-76.386,135,3,,0.168,-2.095,-0.531,-0.888,-0.809,-0.658,-1.223,-1.474,,21,26.6,15.8,3.1,0.47,4,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.9008,0.0211,0.8797,0.3852,0.4624,0.0108,0.6557,0.1766,,1.4319,0.0978,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
544,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,75,14,July,3_NE,,44.521,-76.386,135,3,,0.26,-2.015,-0.525,-1.225,-0.302,-0.694,-1.205,-2.049,,21.6,30.3,12.1,3,0.7,0,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.9191,0.026,0.8931,0.1758,1.4938,0.0049,0.6038,0.1841,,1.7588,0.0238,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
545,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Cemetery,1,4,78,17,July,3_NE,,44.521,-76.386,135,3,,0.429,-1.683,-0.548,-1.466,-0.497,-0.516,-0.864,-1.293,,22.8,29.5,17.7,3,1.3,4.83,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.9051,0.0592,0.8459,0.0995,0.9518,,0.9105,0.4072,,4.3339,0.1499,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
546,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,6,6,May,3_NE,1. last frost date,44.524,-76.376,136,3,,-0.901,-2.745,-2.658,-1.993,-2.31,-2.316,-2.316,-2.864,,9.4,14.4,3.6,3.3,1.4,1.8,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.006,0.0024,0.0036,0.0275,0.0117,0.0045,0.0115,0.0115,,,0.0011,,,0.0034,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
547,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,9,9,May,3_NE,,44.524,-76.376,136,3,,-0.793,-2.373,-2.353,-2.06,-2.413,-2.183,,-2.268,,10.8,16.8,3.9,4.4,10.67,7.77,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.02,0.0097,0.0103,0.0231,0.0086,0.1011,0.0167,,,,0.0132,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
548,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,12,12,May,3_NE,,44.524,-76.376,136,3,,-0.384,-2.533,-2.036,-0.875,-2.161,-2.626,-2.273,-0.803,,7.8,11.5,4.9,2.8,7.73,7.53,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0304,0.0058,0.0246,0.397,0.0177,0.0069,0.0041,0.013,,,0.4691,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
549,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,15,15,May,3_NE,2. Ave lay date,44.524,-76.376,136,3,all 3 periods,-0.422,-2.028,-1.09,-2.049,-1.885,-1.757,-2.038,-0.853,,10,18.5,3.9,2.7,3.2,2.63,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.2662,0.0251,0.2411,0.0238,0.0361,0.0174,0.0495,0.0245,,,0.4175,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
550,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,18,18,May,3_NE,,44.524,-76.376,136,3,,-0.641,-1.768,-1.487,-2.121,-2.495,-2.192,-2.909,-1.185,,13,23.3,4.1,3.3,1.93,4,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.143,0.0482,0.0948,0.0197,0.0066,0.0067,0.0163,0.0007,,,0.193,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
551,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,21,21,May,3_NE,,44.524,-76.376,136,3,,-0.381,-2.432,-0.993,-2.377,-1.476,-0.756,-2.721,-2.972,,13.2,19.4,5.9,3,2.6,5.83,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.3099,0.0081,0.3018,0.0096,0.0972,0.0033,0.5236,0.0027,,,0.0002,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
552,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,24,24,May,3_NE,,44.524,-76.376,136,3,,-0.59,-2.036,-1.335,-1.602,-1.159,-1.903,,,,15.2,24.3,8,3.4,4.1,6,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1602,0.0246,0.1356,0.072,0.2048,0.0002,0.0345,,,,,,,0.0005,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
553,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,27,27,May,3_NE,,44.524,-76.376,136,3,,-0.484,-2.099,-1.463,-1.233,-1.029,-1.467,-2.46,-2.553,,11.7,19.5,6.1,2.6,4.4,4.13,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1212,0.0209,0.1003,0.1723,0.2778,0.0006,0.0994,0.0074,,,0.0054,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
554,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,30,30,May,3_NE,,44.524,-76.376,136,3,,-0.177,-2.081,-1.359,-0.943,-1.182,-1.351,-2.165,-0.547,,13,20.4,7.6,2.4,1.27,1.37,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1503,0.0219,0.1284,0.3391,0.1945,0.0167,0.1308,0.0175,,,0.8489,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
555,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,33,2,June,3_NE,3. Ave hatch date,44.524,-76.376,136,3,all 3 periods,-0.626,-2.444,-1.661,-1.152,-2.099,-1.805,-2.092,-2.287,,12,19.1,5.6,4.3,4.03,4.83,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0703,0.0078,0.0625,0.2082,0.0209,0.0315,0.044,0.0213,,,0.0125,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
556,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,36,5,June,3_NE,,44.524,-76.376,136,3,,-0.136,-2.149,-1.754,-1.345,-0.369,-0.92,-2.543,-2.304,,14.8,20.2,9.1,2.3,4.83,6.6,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0681,0.0183,0.0498,0.1326,1.2803,,0.3577,0.0056,,,0.0119,,,,0.0358,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
557,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,39,8,June,3_NE,,44.524,-76.376,136,3,,0.072,-2.252,-1.702,-1.192,-0.084,-0.942,-1.249,-2.448,,17.2,26.7,7.9,2.7,3.63,4.4,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0704,0.0138,0.0566,0.1898,2.4679,,0.3397,0.166,,,0.0077,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
558,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,42,11,June,3_NE,,44.524,-76.376,136,3,,0.039,-1.446,-2.596,-2.444,-0.109,-0.827,-2.247,-1.613,,15,22.3,7.8,3.4,3.5,5,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.109,0.1044,0.0046,0.0078,2.3326,0.0021,0.4437,0.014,,,0.0702,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
559,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,45,14,June,3_NE,4. Nestl. Day 12,44.524,-76.376,136,3,all 3 periods,-0.253,-2.518,-1.551,-1.569,-0.459,-1.276,,-2.34,,15.5,22.2,8.2,4.2,0.07,2.2,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0874,0.0061,0.0813,0.078,1.0387,0.0045,0.1559,,,,0.0107,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
560,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,48,17,June,3_NE,,44.524,-76.376,136,3,,0.239,-1.192,-0.663,-0.903,-0.003,-0.637,,-2.012,,17.2,25,7.8,1.6,0,0,Contributor Schoef QUBS Temp & Tot Rain; GHCN Stn for Ave WIND,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.8384,0.1896,0.6488,0.3722,2.9774,0.0031,0.6892,,,,0.0262,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
561,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,51,20,June,3_NE,,44.524,-76.376,136,3,,-0.374,-2.131,-1.555,-1.616,-0.676,-1.45,-1.641,,,17.8,23.1,12.4,3.3,38.6,12.87,stn,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.0998,0.0192,0.0806,0.0696,0.6292,,0.1035,0.0655,,,,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
562,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,54,23,June,3_NE,,44.524,-76.376,136,3,,0.056,-1.908,-1.33,-1.061,-0.125,-1.232,-1.439,-1.672,,18.3,24.6,12,2.9,6.6,2.2,stn,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.1715,0.0341,0.1374,0.2576,2.2452,0.0635,0.173,0.1061,,0.0347,0.0608,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
563,ON,Chaffey's Locks,ON_Schoepf_QUBS,2019,ON_Chaffey's Locks_2019,ON_Chaffey's Locks_Hughson,2,4,57,26,June,3_NE,,44.524,-76.376,136,3,,-0.121,-1.746,-1.196,-1.063,-0.507,-0.765,-2.602,-2.135,,20.4,26.9,13.9,2.4,1.3,0.43,stn,USW00094790,WATERTOWN INTL AP,43.9922,-76.0217,0.239,0.0508,0.1882,0.2566,0.9308,0.0066,0.5129,0.0045,,,0.019,,,,,,,,,,,,,,,,,,,"Ivana Schoepf, Stephen Lougheed","Dept. of Science, Univ. of Alberta - Augustana, and Dept. of Biology, Queen's Univ."
